employee_id,department,location,salary,performance_score,hire_date
EMP0452,Engineering,Sydney,61000.0,4.9,2021-03-04
EMP0453,Engineering,London,87000.0,3.2,2021-09-08
EMP0454,Finance,New York,78000.0,1.8,2016-02-06
EMP0455,Engineering,San Francisco,64000.0,4.8,2022-12-28
EMP0456,Engineering,San Francisco,83000.0,1.9,2024-10-13
EMP0457,Marketing,New York,105000.0,4.3,2023-06-18
EMP0458,Engineering,New York,91000.0,1.7,2021-10-27
EMP0459,Engineering,Tokyo,59000.0,3.2,2024-03-18
EMP0460,Marketing,London,82000.0,2.2,2019-07-12
EMP0461,Engineering,Tokyo,68000.0,3.5,2016-09-12
EMP0462,Sales,Tokyo,52000.0,1.4,2016-05-28
EMP0463,Finance,New York,95000.0,1.4,2021-01-28
EMP0464,Operations,New York,48000.0,1.1,2016-10-09
EMP0465,Marketing,London,88000.0,1.3,2019-12-23
EMP0466,Engineering,New York,72000.0,2.0,2022-05-28
EMP0467,Marketing,San Francisco,87000.0,4.3,2016-09-09
EMP0468,Marketing,Sydney,84000.0,4.5,2020-12-18
EMP0469,Finance,Tokyo,60000.0,5.0,2019-11-22
EMP0470,Marketing,New York,77000.0,2.0,2022-07-21
EMP0471,Finance,New York,66000.0,2.2,2023-07-28
EMP0472,Engineering,Tokyo,76000.0,2.4,2022-08-09
EMP0473,Sales,San Francisco,88000.0,1.7,2019-10-29
EMP0474,Engineering,London,73000.0,1.6,2022-07-19
EMP0475,Marketing,San Francisco,87000.0,2.5,2020-01-10
EMP0476,Sales,London,90000.0,3.9,2020-12-22
EMP0477,Finance,New York,106000.0,2.0,2025-04-18
EMP0478,Sales,London,36000.0,4.4,2021-12-21
EMP0479,Marketing,San Francisco,87000.0,1.7,2020-09-08
EMP0480,Engineering,Sydney,50000.0,4.9,2020-04-28
EMP0481,Sales,Tokyo,61000.0,2.0,2015-10-03
EMP0482,Marketing,London,82000.0,2.1,2016-09-21
EMP0483,Sales,San Francisco,81000.0,1.4,2021-11-16
EMP0484,Operations,San Francisco,83000.0,1.4,2021-09-20
EMP0485,Operations,London,62000.0,2.6,2017-01-15
EMP0486,Marketing,London,76000.0,1.9,2018-01-06
EMP0487,Operations,San Francisco,24000.0,3.4,2020-01-25
EMP0488,Engineering,London,62000.0,2.8,2024-01-21
EMP0489,Sales,London,70000.0,4.0,2021-03-07
EMP0490,Finance,San Francisco,79000.0,2.4,2019-03-11
EMP0491,Finance,San Francisco,54000.0,2.1,2016-02-23
EMP0492,Finance,New York,79000.0,3.0,2023-06-22
EMP0493,Operations,London,81000.0,2.1,2016-08-16
EMP0494,Engineering,Tokyo,76000.0,1.5,2021-09-23
EMP0495,Finance,New York,109000.0,4.0,2015-10-18
EMP0496,Marketing,Sydney,29000.0,1.1,2025-04-10
EMP0497,Sales,San Francisco,98000.0,4.4,2018-10-22
EMP0498,Operations,London,92000.0,4.6,2021-06-19
EMP0499,Sales,San Francisco,79000.0,1.5,2024-10-13
